ƒата,1 день,от 2 до 7 дн.,от 8 до 30 дн.,от 31 до 90 дн.,от 91 до 180 дн.,от 181 дн. до 1 года
30.12.2002,9.65,19.05,13.27,12.42,15,17.5
31.12.2002,10.11,7.91,11.64,8.01,21,
04.01.2003,2.97,3.59,11.04,,,21
05.01.2003,1.29,1.88,16.05,,,17.5
08.01.2003,2.3,6.42,9.98,9.74,,17.5
09.01.2003,3.1,3.92,13.29,10,,16.88
10.01.2003,1.92,3.01,7.72,,,
13.01.2003,3.04,5.63,10,16,,17.5
15.01.2003,12.31,8.5,13.33,17,,17.5
16.01.2003,12.32,12.86,8.67,20.65,21,
17.01.2003,4.08,5.37,,15.91,,17.5
20.01.2003,15.16,8.14,8.21,12.87,19.62,19.92
21.01.2003,22.06,13.81,11.44,14.26,,17.5
22.01.2003,11.28,9.4,14.64,12.62,,17.5
23.01.2003,4.91,7.95,10.03,15.01,,
24.01.2003,2.35,4.19,8.93,8.12,,17.5
27.01.2003,4.61,7.15,9.71,19,,18.75
28.01.2003,4.95,12.98,7.89,12.86,,
29.01.2003,4.64,9.55,12.64,16,,17.5
30.01.2003,3.98,6.32,9.05,9.54,21,17.5
31.01.2003,5.44,8.64,8.2,8.92,21,
03.02.2003,3.79,6.61,14.39,,,17.5
04.02.2003,3.4,8.02,8.13,,17.5,17.5
05.02.2003,3.4,5.31,7.79,,17.5,17.5
06.02.2003,3.48,3.98,7.23,10.16,,
07.02.2003,1.76,3.07,6.62,19.97,16.75,17.5
10.02.2003,3.21,5.27,7.07,,,17.5
11.02.2003,3.38,7.03,6.36,,,17.5
12.02.2003,3.17,3.73,10.44,,,17.5
13.02.2003,3.22,6.85,4.69,20,,17.5
14.02.2003,1.72,2.43,7.82,20.98,,17.5
17.02.2003,2.4,7.29,4.72,12.85,,17.5
18.02.2003,1.72,4.37,15,15.26,,17.5
19.02.2003,1.67,4.23,5.62,13.5,,
20.02.2003,1.85,3.16,7.59,13.91,,17.5
21.02.2003,1.75,1.93,7.84,13.08,,17.5
25.02.2003,1.87,3.1,10.46,,,20.81
26.02.2003,1.89,4.68,6.42,17.44,,18.23
27.02.2003,1.92,4.61,11.35,12.18,,
28.02.2003,2.16,2.75,8.01,6.51,18,14.69
03.03.2003,1.88,2.61,6.88,4.5,,18.73
04.03.2003,1.63,8.11,4.6,4,18.25,
05.03.2003,1.7,3.18,4.05,5.68,,19.23
06.03.2003,1.79,2.7,3.95,4.2,,17.5
07.03.2003,1.29,1.49,3.43,11.54,,17.5
11.03.2003,1.11,4.7,5.64,7.95,6,17.5
12.03.2003,1.33,4.74,2.56,5.72,,
13.03.2003,2.37,2.44,3.47,3.75,,17.5
14.03.2003,1.99,2.12,3.88,3.93,,
17.03.2003,1.87,3.42,6.77,6.17,19,17.5
18.03.2003,2.05,3.44,3.51,4.62,19,
19.03.2003,4.47,4.54,4,,,17.5
20.03.2003,4.35,5.28,4.22,4.53,,
21.03.2003,3.05,3.35,3.35,4,,
24.03.2003,4.43,4.69,4.46,8.09,6.86,17.5
25.03.2003,5.09,7.31,5.96,6.01,,
26.03.2003,3.52,5.83,5.06,5.6,,
27.03.2003,2.88,3.96,5.93,5.79,,
28.03.2003,1.99,2.14,4.04,7.92,6,14.51
31.03.2003,3.71,5.97,5.5,5.69,13.2,14.4
01.04.2003,1.6,2.99,7.09,,11.2,
02.04.2003,1.19,2.75,3.44,7.54,,3.23
03.04.2003,1.28,2.3,3.07,9.65,,14.4
04.04.2003,1.13,1.3,,4.05,,17.5
07.04.2003,1.11,4.02,7.04,4.07,12.28,
08.04.2003,1.08,2.9,6.6,10.33,10.34,
09.04.2003,1.1,1.95,1.73,,,
10.04.2003,1.07,1.6,2.68,3.38,4.9,17.5
11.04.2003,1.09,0.77,3.54,,4.9,19.25
14.04.2003,1.01,3.31,1.73,6.08,,
15.04.2003,1.07,3.59,2.88,,,
16.04.2003,0.98,2.78,2.94,,12.56,
17.04.2003,1.17,2.57,5.19,4.03,,17.5
18.04.2003,1.1,1.03,2.64,5.31,,17.5
21.04.2003,1.29,3.33,2.43,,,
22.04.2003,1.55,3.84,3.38,,12.28,17.75
23.04.2003,1.63,1.87,3.64,,,
24.04.2003,2.74,2.85,3.12,3.63,,20
25.04.2003,3.72,3.76,3.75,8.84,15,16.7
28.04.2003,5.15,4.37,2.26,4.03,,19
29.04.2003,6.03,6.19,7.41,8.1,,12.66
30.04.2003,3.46,3.27,6.06,5.52,20.5,
05.05.2003,1.35,2.46,3.8,3.71,17.75,20
06.05.2003,1.08,3.65,5.95,,20,18.5
07.05.2003,1.22,2.27,3.62,,5.5,
08.05.2003,1.26,0.96,3,3,,
12.05.2003,1.22,3.19,3.12,4,,
13.05.2003,1.04,2.73,1.65,,16,
14.05.2003,1.41,2.53,2.4,10.71,,20
15.05.2003,2.2,2.56,3.35,1.4,,19
16.05.2003,1.2,1.28,2.65,6,,
19.05.2003,1.13,6.57,2.28,4.79,,20
20.05.2003,1.11,2.85,5.82,,17.75,12.19
21.05.2003,1.09,2.34,1.48,3.64,,12.83
22.05.2003,1.34,1.86,4.11,,19,
23.05.2003,1.04,1.05,2.85,,,
26.05.2003,1.22,4.37,1.89,4.32,14.77,20
27.05.2003,1.1,6.43,2.16,2.5,,
28.05.2003,1.45,2.36,3.19,5,,19
29.05.2003,1.57,2.11,2.28,4.95,12.42,15.96
30.05.2003,1.81,1.94,5.49,5.52,17.5,12.83
02.06.2003,1.1,2.94,5.78,10.58,18.75,
03.06.2003,1.13,2.99,4.75,,,20
04.06.2003,1.06,1.48,2.25,3.5,,
05.06.2003,1,2.21,2.25,,,17.75
06.06.2003,1.09,2,3.55,8.04,17.21,12.19
09.06.2003,1.14,1.93,6.1,7.2,,
10.06.2003,1.09,1.94,4.08,6.03,19,
11.06.2003,1.31,1.52,1.37,6.28,12.06,
16.06.2003,1.16,3.06,2.12,6,12.06,
17.06.2003,1.33,2.06,5.02,6.6,,
18.06.2003,1.22,1.91,2.52,6,,
19.06.2003,1.29,2.43,2.7,6,3.61,
20.06.2003,1.36,1.4,1.93,6.62,12.06,15
21.06.2003,1.26,1.14,9.1,,,
23.06.2003,1.27,3.26,3.73,,3.5,4
24.06.2003,1.24,3.11,2.93,,6.08,
25.06.2003,1.53,1.99,2,,,
26.06.2003,1.86,2.25,3.04,,16.4,
27.06.2003,1.64,1.33,,5.82,11.07,
30.06.2003,3.17,1.5,4.02,6.41,,11.26
01.07.2003,1.38,3.49,5.75,3.47,4.66,11.09
02.07.2003,1.1,1.26,2.15,2.5,,15.75
03.07.2003,1.09,1.51,2.26,5.76,6.91,18
04.07.2003,1.08,1.28,2.33,,15,16
07.07.2003,1.23,1.69,2.54,10,,
08.07.2003,1.24,3.68,3.2,5.75,,
09.07.2003,1.42,2.71,1.73,,,
10.07.2003,1.12,2.84,3.79,10,,
11.07.2003,1.24,1.61,1.78,,5,10.59
14.07.2003,1.36,1.73,2.87,3.57,13.89,
15.07.2003,1.71,3.6,4.43,3.24,,17.6
16.07.2003,2.93,4.42,3.42,3.66,,
17.07.2003,1.96,2.88,2.74,4.81,16.96,
18.07.2003,1.56,2.17,3.24,3.25,,
21.07.2003,2.8,2.34,3.99,5.78,16,
22.07.2003,2.86,3.52,4.53,,19,
23.07.2003,2.59,3.61,3.38,4.04,9.01,
24.07.2003,1.91,3.82,4.06,2.61,,
25.07.2003,4.97,6.02,2.78,3.19,,10.59
28.07.2003,11.41,10.39,7.94,7.86,11.78,
29.07.2003,15.53,11.32,11.72,6.55,,
30.07.2003,9.2,11.05,6.08,10.98,17,
31.07.2003,11.52,6.2,5.66,6.94,13,
01.08.2003,2.75,1.88,7.43,5,13.17,7
04.08.2003,1.45,2.69,4.19,5.91,9.98,13.76
05.08.2003,1.3,5.81,3.74,,13,7
06.08.2003,1.35,5.5,2.85,7.5,,
07.08.2003,1.38,1.59,2.26,3.37,10,
08.08.2003,1.4,1.7,1.95,4,13,
11.08.2003,1.45,1.66,2.1,,,10.91
12.08.2003,1.34,2.02,2.48,7,,
13.08.2003,2.22,3.14,2.74,4.5,,
14.08.2003,3.18,3.09,3.21,5.67,,
15.08.2003,1.65,1.76,3.43,4.5,10,
18.08.2003,2.31,2.48,5.41,5.43,15.14,
19.08.2003,1.92,3.13,3.53,3.85,,
20.08.2003,4.75,5.29,5.43,7.53,,16
21.08.2003,4.38,4.25,5.63,5.01,,
22.08.2003,7.32,6.44,5.83,,,
25.08.2003,10.2,11.48,8.81,,,
26.08.2003,8.9,10.11,6.16,10.97,,
27.08.2003,7.1,8.29,8.28,7.02,6,
28.08.2003,5.51,6.96,5.06,,,10.96
29.08.2003,8.18,7.64,4.38,8.22,10.96,
01.09.2003,3.52,3.93,8.15,,,
02.09.2003,1.87,3.38,3.11,9.5,16,
03.09.2003,1.42,2.25,3.08,4,,11.83
04.09.2003,2.92,3.1,3.4,5.15,,
05.09.2003,8.11,6.64,4.93,7.65,5.75,
08.09.2003,10.21,10.47,6.12,,,
09.09.2003,11.55,10.83,10.06,7.8,,
10.09.2003,10.18,11.14,6.37,7.53,,11.8
11.09.2003,8.98,8.32,9.5,7.59,10.93,
12.09.2003,10.19,8.43,12.08,7.54,,11.83
15.09.2003,13.67,8.91,11.69,7.67,11.46,
16.09.2003,14.58,14.12,13.01,9.2,,
17.09.2003,8.16,10.46,8.11,9.57,,
18.09.2003,4.11,5.6,8.45,,,13.14
19.09.2003,3.24,3.44,5.29,11,,14
22.09.2003,9.22,12.51,8.69,9.95,,
23.09.2003,10.03,10.25,8.27,,10.12,
24.09.2003,11.97,11.45,8.86,9.91,9.75,
25.09.2003,14.26,14.63,9.93,9.45,,
26.09.2003,15.89,14.5,10.79,13.99,10,
29.09.2003,19.06,19.14,9.35,15.52,14.8,
30.09.2003,22.04,13.34,,11.35,,
01.10.2003,7.29,10.7,9.61,7.08,,
02.10.2003,3.21,6.61,4.57,12,15.9,
03.10.2003,1.92,2.07,3.88,10,12.45,
06.10.2003,2.57,7.9,7.04,8.31,7.5,10
07.10.2003,2.78,6.39,4.38,17,15.93,
08.10.2003,2.21,3.24,6.3,6.47,14.05,
09.10.2003,3.01,2.76,8.85,5.82,7.84,8
10.10.2003,1.71,1.7,4.49,5.11,6,
13.10.2003,1.74,5.91,3.18,6.75,,
14.10.2003,1.68,3.82,2.91,8,12,12.96
15.10.2003,1.78,2.45,4.31,3.06,7.35,
16.10.2003,2.05,1.73,5.71,2.01,6.12,
17.10.2003,1.79,1.82,2.88,4.88,12.95,
20.10.2003,4.31,3.66,10.03,3.72,,
21.10.2003,6.18,7.71,5.13,5.16,15,
22.10.2003,6.25,5.86,7.64,6.6,12.64,15
23.10.2003,3.16,3.61,6.3,3.54,,
24.10.2003,1.91,2.69,2.9,3.1,12.95,
27.10.2003,7.3,9.34,6.54,7.61,,15
28.10.2003,14.84,10.74,10.83,10,,
29.10.2003,15.03,16.39,14.8,20.73,,13.09
30.10.2003,7.62,11.97,6.9,10.26,,
31.10.2003,9.76,9.62,7.53,12.22,,
03.11.2003,4.65,5.52,6.41,,15.83,
04.11.2003,2.13,3.14,3.91,10,15.84,15
05.11.2003,2.16,1.97,3.88,5.81,15.5,15
06.11.2003,3.56,2.23,4.98,15,,
10.11.2003,3.06,2.12,5.86,,,
11.11.2003,2.46,1.3,4.24,12.4,,12.63
12.11.2003,2.05,1.58,2.96,5.25,12.02,
13.11.2003,1.74,3.43,3.05,5.7,17.6,15
14.11.2003,1.82,1.15,2.13,6.5,,
17.11.2003,2.42,3.27,4.93,6,,
18.11.2003,2.19,2.56,3.47,,,
19.11.2003,1.97,3.3,4.19,,,
20.11.2003,1.89,1.49,3.91,7.06,,16
21.11.2003,2.12,1.73,2.88,,,
24.11.2003,3.99,6.22,5.15,6.6,14.86,13
25.11.2003,5.64,3.67,5.28,9.05,,15
26.11.2003,5.27,5.72,6.68,15.84,,
27.11.2003,6.32,5.82,5.85,9.71,6.57,
28.11.2003,7.75,5.8,4,8.39,11,17.6
01.12.2003,2.05,1.75,6.84,6.5,,
02.12.2003,1.98,1.83,7.67,5.5,12.02,15
03.12.2003,1.52,1.43,4.72,,,13
04.12.2003,1.47,1.79,3.22,5.7,,14.67
05.12.2003,1.12,1.31,4.21,,,8.86
08.12.2003,1.31,3.46,5.83,15,,13
09.12.2003,1.44,4.72,,5.68,,
10.12.2003,1.52,2.24,3.79,8.5,15,15.41
11.12.2003,1.41,1.27,,6,17.6,13
15.12.2003,1.22,2.26,1.88,5,13.78,13
16.12.2003,1.36,1.79,1.62,15.55,5.92,13
17.12.2003,0.99,2.3,4.55,7.28,,13
18.12.2003,1.07,2.46,1.93,2.3,,13
19.12.2003,1.25,1.36,,8.8,10,
22.12.2003,1.19,6.15,2.5,3.16,9.64,15.57
23.12.2003,1.13,1.09,7,3.98,10,13
24.12.2003,1.26,2.08,7.46,11.19,,13
25.12.2003,1.21,4.97,4.56,6,,
26.12.2003,1.11,1.95,10.78,3.29,,7
29.12.2003,1.07,5.41,9.6,4.17,,12.68
30.12.2003,1.66,2.54,1.96,6.07,12.71,13.99
31.12.2003,2.33,1.37,,5.14,7.4,17.6
05.01.2004,0.86,1.44,7.7,4.2,,13
06.01.2004,0.89,1.62,2.63,,14.12,13
08.01.2004,0.88,1,2.38,,,13.19
09.01.2004,0.8,0.87,3.56,13,10.86,13
12.01.2004,1.04,1.14,6.09,3,3.04,13
13.01.2004,0.91,1.44,2.45,3,3.2,13
14.01.2004,0.85,1.21,2.29,4.51,3.43,13
15.01.2004,0.91,1,2.68,2.34,3.32,13
16.01.2004,0.93,1.05,5,3.04,,
19.01.2004,1,2.65,5.36,,6,
20.01.2004,0.96,1.17,1.85,15,7.75,13
21.01.2004,1.3,4.11,2.46,3.91,5.98,13
22.01.2004,1.31,1.09,2.19,2.69,3.3,12.67
23.01.2004,1.18,1.26,7,7,5,12.97
26.01.2004,1.34,2.5,3.5,2.5,6.29,13
27.01.2004,1.2,1.94,7.27,13.8,,13
28.01.2004,1.17,1.27,,5.04,,10.72
29.01.2004,1.1,1.26,1.5,,6.75,7.5
30.01.2004,2.15,1.5,2.86,5.46,,12.15
02.02.2004,1.26,2.67,10.96,,,12.15
03.02.2004,1.26,2.12,2.15,,,12
04.02.2004,1.26,1.94,2.27,,6.25,12
05.02.2004,1.2,1.02,1.81,5.08,3.43,12
06.02.2004,1.15,1.45,3.58,4.93,10.31,12
09.02.2004,1.16,1.13,4.98,,,12
10.02.2004,1.23,3.03,1.93,7.75,,11.33
11.02.2004,1.15,2.22,1.84,5,7.26,
12.02.2004,1.25,1.03,1.91,5.2,3.43,12
13.02.2004,1.15,2.98,2.27,,15,13
16.02.2004,1.2,2.77,1.83,,,12
17.02.2004,1.07,4.16,2.8,2.75,,12
18.02.2004,1.02,1.13,2.42,3,,13.84
19.02.2004,1.1,1.54,3.55,7.37,2.92,
20.02.2004,1.07,1.4,3.09,4.76,15,13
24.02.2004,1.05,2.16,1.37,5,9.95,12
25.02.2004,1.09,1.82,2.3,4.15,,12
26.02.2004,1.05,1.52,2.26,5.39,2,
27.02.2004,1.76,2.04,4.53,5.43,13,14.3
01.03.2004,1.06,1.73,3.06,3,,13.75
02.03.2004,1.19,1.29,7.49,4.5,9.58,
03.03.2004,1.2,3.12,1.97,2,,12
04.03.2004,1.2,2.41,3.01,2.14,,15.08
05.03.2004,1.19,1.62,5.76,2.06,,13
09.03.2004,1.22,2.2,2,,9.58,10.66
10.03.2004,1.08,2.91,1.9,5.49,9.58,12
11.03.2004,1.13,2.35,3.15,4.5,,
12.03.2004,1.15,1.09,3.07,,5.3,12.95
15.03.2004,1.06,2.71,3.59,2.52,6,12
16.03.2004,1.52,2.47,1.86,6,6,15.4
17.03.2004,1.15,2.61,2.27,2.52,,
18.03.2004,1.1,2.04,2.38,,6,
19.03.2004,1.07,1.5,1.78,3.5,,14.6
22.03.2004,1.35,2.96,3.24,5.15,,
23.03.2004,1.42,2.01,2.71,6.37,,
24.03.2004,1.22,1.49,1.4,,9.03,
25.03.2004,1.24,2.35,1.53,,5.09,
26.03.2004,1.77,1.51,1.52,3.13,,11.83
29.03.2004,2.95,2.58,1.95,3.08,3.25,10.5
30.03.2004,4.3,5.31,4.61,4.25,,
31.03.2004,6.19,6.45,6.42,6.45,,8.5
01.04.2004,1.82,1.95,1.92,4.5,,10
02.04.2004,1.33,1.36,3.67,3.87,,10
05.04.2004,1.25,1.53,4.26,,7.5,10
06.04.2004,1.37,2.03,1.43,7,,
07.04.2004,1.25,1.51,3.1,5.76,10,12
08.04.2004,1.31,1.71,4,,10.63,10
09.04.2004,1.54,1.17,4.96,3.2,,
12.04.2004,1.94,1.75,2.9,4.5,12,10
13.04.2004,2.9,2.69,3.88,,10,
14.04.2004,2.76,3.18,3.89,5.58,,
15.04.2004,2.08,2.36,5.11,4.97,6,
16.04.2004,1.61,1.3,3.71,2.84,12,
19.04.2004,2.44,2.66,3.53,4.5,12,
20.04.2004,4.17,4.54,5.17,,10.48,9.79
21.04.2004,5.75,4.99,6.23,7,,
22.04.2004,5.8,6.05,6.38,6.93,,
23.04.2004,4.8,4.46,3.57,,8.07,
26.04.2004,9.24,5.52,6.06,,,13
27.04.2004,14.73,11.95,10.39,,,
28.04.2004,19.43,16.13,9.67,10,13,
29.04.2004,23.91,20.38,15.48,15.96,13,
30.04.2004,17.54,15.4,19.4,16.83,7.08,
05.05.2004,10.33,7.81,7.43,8,,
06.05.2004,10.64,9.66,9.6,5.21,,
07.05.2004,3.18,3.18,3.64,,11,
11.05.2004,4.25,4.46,4.09,,11,
12.05.2004,5.9,5.78,6.68,10,,
13.05.2004,5.56,6.5,5.74,6.92,11,
14.05.2004,5.58,4.73,7.91,5.6,,
17.05.2004,6.17,7.24,8.06,4.5,9.43,
18.05.2004,9.5,9.11,8.64,,,10.25
19.05.2004,7.53,10.33,6.04,7.5,8.84,
20.05.2004,10.28,10.88,10.58,9.33,8.24,
21.05.2004,15.21,12.58,7.99,8.85,11,
24.05.2004,15.06,12.7,12.58,11.81,12,14
25.05.2004,15.96,15.25,13.61,7.57,8,11.49
26.05.2004,13.3,11.99,11.07,,8.92,
27.05.2004,9.97,10.85,12.02,6.89,,
28.05.2004,11.83,10.71,10.35,8.3,11,
31.05.2004,21.18,17,6.78,15.79,,
01.06.2004,7.32,9.96,8.79,4.5,12,
02.06.2004,3.09,5.06,6.38,10,11,
03.06.2004,2.02,4.21,6.54,7.72,,
04.06.2004,3.22,2.47,8.98,8.5,,
07.06.2004,11.69,8.9,8.88,9.1,8.36,13
08.06.2004,12.14,11.41,11.36,14,14.83,15.4
09.06.2004,6.95,6.23,8.79,14,14.71,
10.06.2004,6.37,4.3,3.5,4.5,15,16
11.06.2004,6.32,5.32,7.38,12.75,11.36,
15.06.2004,9.5,8.32,8.01,6.58,,
16.06.2004,9.88,9.01,8.91,4.5,14,15.4
17.06.2004,4.61,3.06,10.21,12.58,,15.4
18.06.2004,2.96,2.39,4.43,10,14,
21.06.2004,4.51,4.39,6.66,14,,
22.06.2004,3.18,5.08,6.15,,14,
23.06.2004,3.04,5.29,4.71,8.75,13,
24.06.2004,2.88,7.72,5.43,6.73,,
25.06.2004,5.06,3.77,2.64,9.03,,
28.06.2004,10.1,8.47,8.86,9.59,10.75,
29.06.2004,8.3,9.59,9.32,,12.86,
30.06.2004,11.38,,9.06,8.5,12,
01.07.2004,5,7.96,6.98,6.75,12,
02.07.2004,3.42,3.01,,13,13,
05.07.2004,3.29,3.11,8.99,13,13,
06.07.2004,2.75,3.17,4.79,13,13,
07.07.2004,3.11,3.36,3.79,8.53,8,
08.07.2004,5.48,5.88,3,9.75,13,13.5
09.07.2004,6.71,4.94,5.58,12,13,
12.07.2004,4.18,5.37,6.36,,,
13.07.2004,2.37,2.59,3.12,,13,
14.07.2004,1.8,3.25,,13.5,,
15.07.2004,1.6,4.65,2.93,,13,
16.07.2004,1.35,1.12,6.68,5.42,,
19.07.2004,2.07,2.22,3.5,12,14.28,13.5
20.07.2004,3.51,3.4,7.65,9.5,,
21.07.2004,2.59,2.82,6.96,8,14.5,
22.07.2004,2.61,3.05,6.58,,12.86,
23.07.2004,2.61,2.35,2.75,7.8,,
26.07.2004,3.15,4.04,7.73,,12,
27.07.2004,2.55,3.4,3,,,
28.07.2004,3.9,3.54,3,8.24,,
29.07.2004,8.14,7.09,6.27,10.25,13,
30.07.2004,9.9,10.69,8.5,11,,
02.08.2004,6.44,6.85,8.5,,,10.7
03.08.2004,2.81,4.03,5.2,6.09,,
04.08.2004,1.57,2.62,7.79,6.34,,
05.08.2004,1.99,3.81,3.95,4.82,12.5,
06.08.2004,1.16,1.35,3.14,,,
09.08.2004,1.41,3.57,5.43,,,
10.08.2004,1.37,2,4.55,5,,
11.08.2004,1.22,2.42,2.93,4.66,,
12.08.2004,1.14,1.52,6.66,4.5,10,
13.08.2004,1.24,1.02,5.86,,,
16.08.2004,2.22,4.56,5.55,,10.15,12
17.08.2004,3.74,3.97,,,8,
18.08.2004,2.14,4.76,7,3,,
19.08.2004,1.43,4.29,7.12,6.43,5,
20.08.2004,3.6,3.27,,,,14.01
23.08.2004,5.02,4.51,9.03,16,8.6,
24.08.2004,3.09,5.05,11.9,14.3,13.92,
25.08.2004,6.66,7.21,9.25,10,,
26.08.2004,8.26,8.27,9,7.98,13,13.38
27.08.2004,7.44,7.95,4.14,,13,
30.08.2004,9.57,10.14,7.18,9.38,13,
31.08.2004,9.86,9.8,7.57,13,13,
01.09.2004,6.49,5.61,4.76,8.25,13,
02.09.2004,6.65,6.69,5.04,,12.86,13.13
03.09.2004,4.23,4.02,4.88,9.38,,
06.09.2004,5.12,5.11,5.55,,13.39,
07.09.2004,3.35,3.77,5.31,,13,
08.09.2004,1.74,2.42,4.55,,13,
09.09.2004,2.08,4.61,3.74,,,13
10.09.2004,2.07,2.1,3.57,6.89,,13
13.09.2004,2.28,2.87,3.98,,7,
14.09.2004,1.28,1.85,3.24,,,12
15.09.2004,0.91,1.47,4.67,5.03,,
16.09.2004,1.16,2.69,4.24,6.65,5.07,
17.09.2004,1.32,1.38,3.58,8,,12
20.09.2004,1.95,1.85,3.67,7.5,,
21.09.2004,1.25,1.75,3.32,10.5,10.75,13.15
22.09.2004,1.46,2.17,3.93,,13,
23.09.2004,1.39,1.43,1.84,13,7.58,17
24.09.2004,2.31,1.85,4.15,5.47,,
27.09.2004,4.6,3.46,4.61,,13,
28.09.2004,5.56,3.07,5.39,,,8.41
29.09.2004,3.78,6.02,5.5,,13,
30.09.2004,3.13,4.01,4.77,13,12.5,11.5
01.10.2004,1.55,1.39,2.95,7.5,,
04.10.2004,1.1,1.66,3.51,4,,
05.10.2004,0.96,2.41,5,4.65,13,6
06.10.2004,1.12,1.39,5.5,,5.5,
07.10.2004,0.84,1.23,2.33,3,13,5.75
08.10.2004,0.96,0.91,2.74,3.06,,
11.10.2004,1.33,1.5,4.75,5,5.12,5.35
12.10.2004,1.34,2.83,1.62,4.43,,12
13.10.2004,1.05,1.5,1.68,,,13
14.10.2004,1.02,1.32,2.45,13,,13
15.10.2004,0.97,1.11,2.5,,,10
18.10.2004,1.11,1.33,3.88,,,10.83
19.10.2004,0.91,1.21,7,13,,13
20.10.2004,1.1,1.48,2.15,5,13,13.5
21.10.2004,1.15,1.69,2.64,,13,13
22.10.2004,1.09,1.13,2.39,4.25,,13.5
25.10.2004,0.97,1.87,1.15,,4.03,10.23
26.10.2004,1.08,1.94,3,11.51,,13.04
27.10.2004,0.99,2.07,4,,4.25,
28.10.2004,0.96,1.42,3.94,8.13,13,13
29.10.2004,2.93,1.35,8.5,,13,5.13
01.11.2004,1.26,2.15,4.69,14,,13.5
02.11.2004,0.94,1.72,4,,13,13.5
03.11.2004,1.04,1.27,3.28,7.57,13,13.5
04.11.2004,0.91,1.23,5.75,,2.72,13.5
05.11.2004,1.08,1.04,5.12,8.08,13,13.5
09.11.2004,1.18,1.27,4.35,,13,13.5
10.11.2004,1.14,2.45,3.52,12.14,12,12.42
11.11.2004,1.21,1.18,4.5,4.79,,
12.11.2004,1.04,1.04,4.25,13.3,,
15.11.2004,1.07,3.02,2.5,,,6
16.11.2004,1.18,1.24,2.5,,11.5,6.97
17.11.2004,1.17,1.26,2.51,12.6,5.68,12.49
18.11.2004,1.26,1.74,1.34,3.2,10,12.91
19.11.2004,1.16,1.08,3.49,2,,
22.11.2004,0.91,2.68,2.43,,13,13
23.11.2004,1.04,2.31,2.94,,12.86,13
24.11.2004,1.27,1.56,4.03,,13,
25.11.2004,1.07,1.72,6,,10,
26.11.2004,0.75,1.36,2.46,3.81,8.2,
29.11.2004,0.87,2.22,2.89,2.57,,13
30.11.2004,1.26,3.58,5.89,6.25,,9.08
01.12.2004,1.15,1.16,4.93,,,13
02.12.2004,0.98,1.01,2.5,,,
03.12.2004,0.85,1.11,6.86,2,,12.4
06.12.2004,1.16,,3.25,3.49,,6.65
07.12.2004,1.14,3.49,5.14,3.43,13,12.97
08.12.2004,1.1,1.65,2.6,3.08,13,
09.12.2004,0.99,1.19,1.28,7.96,,12.87
10.12.2004,0.84,1.06,3.71,4.11,,12.5
14.12.2004,2.31,2.88,3.04,5.68,,
15.12.2004,1.06,2.31,3.61,13,12.2,12.5
16.12.2004,0.91,1.88,3.87,13.02,8.5,
17.12.2004,0.88,1.19,3.9,12,,12.49
20.12.2004,1.2,1.28,4.35,4.2,12.99,12.65
21.12.2004,2.01,2.3,3.84,3.77,13,12.49
22.12.2004,1.24,2.26,3.75,4.83,5,12.5
23.12.2004,0.8,2.04,3.02,,,12.5
24.12.2004,0.74,0.98,4.68,6.31,,12.5
27.12.2004,0.91,2.16,5.6,4,12.8,12.88
28.12.2004,0.92,2,3.99,7.33,,
29.12.2004,1.13,1.58,2.99,5.17,12.2,13
30.12.2004,1.2,1.76,2.3,4.97,12.2,12.42
31.12.2004,1.03,,2.78,10.14,,
11.01.2005,0.94,1.96,3.37,5.57,,13
12.01.2005,0.83,1.56,2.16,,12.99,12.5
13.01.2005,0.73,0.97,2.01,6,12,12.5
14.01.2005,0.69,0.96,3.74,8.25,,12.5
17.01.2005,0.7,2.25,3,6.19,,12.49
18.01.2005,0.87,1.58,3.8,4,,
19.01.2005,0.92,1.35,3.42,9,12.2,12.5
20.01.2005,0.85,1.22,2.43,5.57,6.5,
21.01.2005,0.99,0.97,2.07,3.32,13,12.49
24.01.2005,2,1.95,2.27,,,13
25.01.2005,1.02,1.67,1.51,2.75,11.7,
26.01.2005,0.73,1.47,5.34,4,11.7,12.47
27.01.2005,0.94,1.42,2.25,12.5,,12.49
28.01.2005,1.43,1.38,2.76,6.2,,
31.01.2005,1.76,2.23,7.06,,,
01.02.2005,0.82,1,3.92,,11.7,12.85
02.02.2005,0.66,1.78,3.47,,,12.48
03.02.2005,0.71,1.19,7.89,3.25,11.7,4.86
04.02.2005,0.68,1.13,5,6.75,,12.5
07.02.2005,0.73,2.07,1.82,5.59,11.7,12.5
08.02.2005,0.86,1.64,2.08,4.25,6.5,11.7
09.02.2005,0.85,1.32,2.44,,4.5,12.5
10.02.2005,0.88,3.35,5.12,,,12.5
11.02.2005,1.12,1.12,3.84,8,,12.5
14.02.2005,1.96,2.37,4.75,,,12.5
15.02.2005,1.44,1.59,1.74,7.11,,4.75
16.02.2005,1.22,1.15,1.63,,,12.48
17.02.2005,1.08,1.48,1.06,5.43,,4
18.02.2005,1.04,0.88,3.71,9,,
21.02.2005,1.62,3.35,2.57,7.9,10.83,
22.02.2005,1.14,0.92,2.3,4.5,,
24.02.2005,0.91,2.28,2.01,,3.16,
25.02.2005,0.97,0.99,2.68,4.4,,
28.02.2005,0.94,1.7,2.39,,13,12.4
01.03.2005,0.73,2.7,3.13,3,3.77,12.4
